image_name,piece_value,piece_type,area,bbox_x,bbox_y,bbox_w,bbox_h
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,5,queen,14630.5,875,75,112,210
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,7,knight,9051.5,538,105,92,171
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,8,rook,11896.0,363,100,112,169
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,9,pawn,7900.5,1514,241,86,135
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,10,pawn,7401.0,1192,248,83,132
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,11,pawn,7508.0,1029,251,86,132
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,12,pawn,7643.5,1358,252,86,131
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,13,pawn,7420.0,874,262,84,129
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,14,pawn,7452.5,727,265,85,129
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,15,pawn,7561.0,546,286,85,130
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,16,pawn,7920.5,386,289,88,133
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,17,pawn,8873.0,1584,979,97,127
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,18,pawn,8886.5,709,993,97,130
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,19,pawn,8914.0,1407,1004,95,130
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,20,pawn,8787.0,317,1008,99,128
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,21,pawn,8612.0,1266,1009,96,127
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,22,pawn,8228.5,835,1018,95,128
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,23,pawn,8612.5,499,1020,98,123
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,24,pawn,7402.0,1034,1027,94,122
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,25,king,19404.5,1051,1126,133,198
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,26,knight,11227.0,1397,1133,111,165
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,27,queen,17950.0,863,1131,134,187
Screenshot from 2025-10-29 21-01-33_mask.png,11,bishop,637.5,462,196,28,41
Screenshot from 2025-10-29 21-01-33_mask.png,21,bishop,804.0,136,324,29,39
Screenshot from 2025-10-29 21-01-33_mask.png,23,bishop,855.0,477,326,30,42
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,3,bishop,9745.5,1204,108,92,159
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,6,bishop,10306.5,723,107,94,159
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,28,bishop,12344.5,1219,1155,109,153
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,29,knight,11388.5,501,1169,111,158
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,30,rook,14012.5,1624,1171,118,160
WhatsApp Image 2025-10-29 at 3.15.11 PM_mask.png,31,bishop,12112.0,668,1186,109,152
